at,gate,outcome,runtime,environment,evidence,output_sha256
2026-09-24T18:12:24Z,gate-isolation,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_no_corpus_literals.py: 18 test(s) | heldout gate-isolation: gate-isolation-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE,62d8ff5df57a948baab700bef300bdbef591c84abed1dd5948fdd27f7630287f
2026-09-24T18:12:24Z,gate-manifest,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_manifest.py: 20 test(s) | heldout gate-manifest: gate-manifest-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,0b61736033804c06707f036ef20356f1d1697f5f0a6eeb7d89f902885d609645
2026-09-24T18:12:24Z,gate-contract,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_contract_gate.py: 8 test(s) | heldout gate-contract: gate-contract-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE,139b63a4a4bf1fdbabfdb76f22662a5903496d6a82ae2ecf56d2fae642f5d86b
2026-09-24T18:12:24Z,gate-imports,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_imports_gate.py: 17 test(s) | heldout gate-imports: gate-imports-heldout: 6 of 6 held-out mutant(s) RED-CAPABLE,93504155343f654dc6263b58b25e23f9dd532cfbfeaf616553825fd46e5a9bba
2026-09-24T18:12:24Z,gate-shadow,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_no_stdlib_shadow.py: 9 test(s) | heldout gate-shadow: gate-shadow-heldout: 6 of 6 held-out mutant(s) RED-CAPABLE,4748dec51fc44fd2138c6e27aba47f727d6ccf1c13178708442f1df06efa47d9
2026-09-24T18:12:24Z,gate-sandbox,red-capable,0.1.0,python 3.14.4 on Darwin arm64,"script tools/negative_controls/sandbox_control.sh: sandbox-control: 7 of 7 mutant(s) RED-CAPABLE, each red naming the planted defect | tests/test_sandbox.py: 43 test(s) | heldout gate-sandbox: gate-sandbox-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE",024d5dc07a349b680a715be57210537c76ff3a4dea30d1a993aacafb59264263
2026-09-24T18:12:24Z,gate-membrane,red-capable,0.1.0,python 3.14.4 on Darwin arm64,"script tools/negative_controls/membrane_control.sh: membrane-control: 16 of 16 mutant(s) RED-CAPABLE, each red naming the planted defect | tests/test_membrane.py: 155 test(s) | heldout gate-membrane: gate-membrane-heldout: 10 of 10 held-out mutant(s) RED-CAPABLE",2637f2bb94256b4b4076f01b08825f58d7768a38f4b2084690e6e8e5df3d2b40
2026-09-24T18:12:24Z,gate-reviewer,red-capable,0.1.0,python 3.14.4 on Darwin arm64,plants gate-reviewer: gate-reviewer control: 6 of 6 planted defect(s) named; baseline green | heldout gate-reviewer: gate-reviewer-heldout: 6 of 6 held-out mutant(s) RED-CAPABLE,cceb4bfb2606d0f31957c872e299c24718de6b8e0855e8477db93e404bf000f0
2026-09-24T18:12:24Z,gate-provenance,red-capable,0.1.0,python 3.14.4 on Darwin arm64,"script tools/negative_controls/provenance_control.sh: provenance-control: 6 of 6 mutant(s) RED-CAPABLE, each red naming the planted defect | heldout gate-provenance: provenance-heldout: 4 of 4 held-out mutant(s) RED-CAPABLE",a8851520852fb85f7abb7f453d9da4676b3b970b6a9ec40800a26b24a667a685
2026-09-24T18:12:24Z,gate-heldout,red-capable,0.1.0,python 3.14.4 on Darwin arm64,plants gate-heldout: gate-heldout control: 3 of 3 planted defect(s) named; baseline green | heldout gate-heldout: gate-heldout-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE,4fedbe137b3b3a2f2fbb189b8641e6dedbdfd865a5d9b89fb480585d596fdaa9
2026-09-24T18:12:24Z,gate-swap,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_swap.py: 8 test(s) | heldout gate-swap: gate-swap-heldout: 5 of 5 held-out mutant(s) RED-CAPABLE,e9aaaee9dea5d614615c2304fc089e7c20ae244ccfef986667a197fa17ee3786
2026-09-24T18:12:24Z,gate-bindings,red-capable,0.1.0,python 3.14.4 on Darwin arm64,plants gate-bindings: gate-bindings control: 3 of 3 planted defect(s) named; baseline green | heldout gate-bindings: gate-bindings-heldout: 5 of 5 held-out mutant(s) RED-CAPABLE,aed051062820d3188753e358da60c3c1a2d1d270f2b37a11893663491a2700ee
2026-09-24T18:12:24Z,gate-permissions,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_permissions_gate.py: 12 test(s) | heldout gate-permissions: gate-permissions-heldout: 6 of 6 held-out mutant(s) RED-CAPABLE,6fa5fbe940eb755b5d029911b68f0c9e0b5225491ce899c0293f107c0a9426c1
2026-09-24T18:18:00Z,gate-version,red-capable,0.1.0,python 3.14.4 on Darwin arm64,plants gate-version: gate-version control: 3 of 3 planted defect(s) named; baseline green | heldout gate-version: gate-version-heldout: 5 of 5 held-out mutant(s) RED-CAPABLE,4f6950fa7316b233ebe4e1eeccfc98eccdd0a0a48bb0d032eb38ca2946845655
2026-09-24T18:18:00Z,gate-workorder,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_workorder.py: 38 test(s) | heldout gate-workorder: gate-workorder-heldout: 10 of 10 held-out mutant(s) RED-CAPABLE,cddfb4dd0a17995c78f532422a3cf157da280310033041e9a3858d914edd4a99
2026-09-24T18:18:00Z,gate-claims,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_claims.py: 49 test(s) | heldout gate-claims: gate-claims-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,7320b461b011fc0519eddb3b7b07e8e592bf432a3941ba312b0afa3d4feb59ce
2026-09-24T18:18:00Z,gate-qualification,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_qualification.py: 59 test(s) | heldout gate-qualification: gate-qualification-heldout: 12 of 12 held-out mutant(s) RED-CAPABLE,2dd68ee28607065b2821d0ad9b36a5600ecfd8691a66e585e2085f3f0ca1f5f9
2026-09-24T18:18:00Z,gate-identifiers,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_families.py: 73 test(s) | heldout gate-identifiers: gate-identifiers-heldout: 13 of 13 held-out mutant(s) RED-CAPABLE,b37549950e8dedbfccffc389edfe7bf85e69d09420eb4d7ddfac3480dbd5306c
2026-09-24T18:18:00Z,gate-spec,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_spec.py: 72 test(s) | heldout gate-spec: gate-spec-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,08835cfe785000c6553281ce3f031429061f433d307e37d102117e8e76e710c6
2026-09-24T18:18:00Z,gate-spec-mirror,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_spec_bundle.py: 43 test(s) | heldout gate-spec-mirror: gate-spec-mirror-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,60901447a831064123a33d1d7792b74f1d0a403a11fc86fb059d775eb9d72ff4
2026-09-24T18:18:00Z,gate-records-mirror,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_records_bundle.py: 99 test(s) | heldout gate-records-mirror: gate-records-mirror-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,bef1801d5afdb53229617268132beb2b060260e56778ed362224033634da8910
2026-09-24T18:18:00Z,gate-countermand,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_countermand.py: 39 test(s) | heldout gate-countermand: gate-countermand-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE,7e485c9a58e1b693ae9bf64ca68b876ee4aea14a7b6465b6af4668d70c02bed4
2026-09-24T18:18:00Z,gate-copy,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_copy_vocabulary.py: 47 test(s) | heldout gate-copy: gate-copy-heldout: 9 of 9 held-out mutant(s) RED-CAPABLE,412eaeb434380a1d3e9adc4cdc8b0753e703f6a357b159a2db62ff1b00eff680
2026-09-24T18:18:00Z,gate-retired,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_retired_names.py: 24 test(s) | heldout gate-retired: gate-retired-heldout: 5 of 5 held-out mutant(s) RED-CAPABLE,5e530bcd6dd754ca3f384ee5529dcdae83700b153c7e3615c2d4375110059d39
2026-09-24T18:18:00Z,gate-family,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_family.py: 44 test(s) | heldout gate-family: gate-family-heldout: 10 of 10 held-out mutant(s) RED-CAPABLE,10676d07683c445467705a15199c770004907eebceb3881d92bd965e1723a64c
2026-09-24T18:18:00Z,gate-governance,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_governance.py: 33 test(s) | heldout gate-governance: gate-governance-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,fe0153c6e7d290391f630c116145e9450642d5a9ee1e6dd3725ee13dfde97c1a
2026-09-24T18:18:00Z,gate-calibration,void,0.1.0,python 3.14.4 on Darwin arm64,tests/test_calibration.py: 37 test(s) | heldout gate-calibration: gate-calibration: 1 finding(s) at 2026-09-24T18:19:09Z,b6dd55eb92b2a638abf75c7ad7498b0a1fc4b000164f7344d903efa4a399660b
2026-09-24T18:18:00Z,gate-isolation,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_no_corpus_literals.py: 18 test(s) | heldout gate-isolation: gate-isolation-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE,cd8a4f3a6e88eed5df136edb378dce138def041686c4c16407eca47c2ff65cb4
2026-09-24T18:18:00Z,gate-manifest,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_manifest.py: 20 test(s) | heldout gate-manifest: gate-manifest-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,38a99748af33c20e136d34afb5b5fd697780003026f2f71832ec00f1c8b27317
2026-09-24T18:18:00Z,gate-contract,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_contract_gate.py: 8 test(s) | heldout gate-contract: gate-contract-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE,d815fc0609559489c5b6331aa92e62c3875beb957371b00fd140ecfe79942161
2026-09-24T18:18:00Z,gate-imports,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_imports_gate.py: 17 test(s) | heldout gate-imports: gate-imports-heldout: 6 of 6 held-out mutant(s) RED-CAPABLE,7b7930613c805ef7825a8fd690cc458c3b0fc63df31aa4a2d8febd4e8018724c
2026-09-24T18:18:00Z,gate-shadow,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_no_stdlib_shadow.py: 9 test(s) | heldout gate-shadow: gate-shadow-heldout: 6 of 6 held-out mutant(s) RED-CAPABLE,2ef0a1a609eb00305bdbcd486c97eb4a30da07b2a3d617d3015afd443c1b4c74
2026-09-24T18:18:00Z,gate-sandbox,red-capable,0.1.0,python 3.14.4 on Darwin arm64,"script tools/negative_controls/sandbox_control.sh: sandbox-control: 7 of 7 mutant(s) RED-CAPABLE, each red naming the planted defect | tests/test_sandbox.py: 43 test(s) | heldout gate-sandbox: gate-sandbox-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE",e431a4e524c6423a933d0a7a7bbeaa6d3b00bb390bf543b5c401de83697b5f75
2026-09-24T18:18:00Z,gate-membrane,red-capable,0.1.0,python 3.14.4 on Darwin arm64,"script tools/negative_controls/membrane_control.sh: membrane-control: 16 of 16 mutant(s) RED-CAPABLE, each red naming the planted defect | tests/test_membrane.py: 155 test(s) | heldout gate-membrane: gate-membrane-heldout: 10 of 10 held-out mutant(s) RED-CAPABLE",2ccf95b4487bedb9bc461c321c5cf7cd61f13f3a6d7b8b9ac0795ff874df32e0
2026-09-24T18:18:00Z,gate-reviewer,red-capable,0.1.0,python 3.14.4 on Darwin arm64,plants gate-reviewer: gate-reviewer control: 6 of 6 planted defect(s) named; baseline green | heldout gate-reviewer: gate-reviewer-heldout: 6 of 6 held-out mutant(s) RED-CAPABLE,cceb4bfb2606d0f31957c872e299c24718de6b8e0855e8477db93e404bf000f0
2026-09-24T18:18:00Z,gate-provenance,red-capable,0.1.0,python 3.14.4 on Darwin arm64,"script tools/negative_controls/provenance_control.sh: provenance-control: 6 of 6 mutant(s) RED-CAPABLE, each red naming the planted defect | heldout gate-provenance: provenance-heldout: 4 of 4 held-out mutant(s) RED-CAPABLE",a8851520852fb85f7abb7f453d9da4676b3b970b6a9ec40800a26b24a667a685
2026-09-24T18:18:00Z,gate-heldout,red-capable,0.1.0,python 3.14.4 on Darwin arm64,plants gate-heldout: gate-heldout control: 3 of 3 planted defect(s) named; baseline green | heldout gate-heldout: gate-heldout-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE,31671ec713da53341d05782b005258c00de757731040c47fd4138647f27add74
2026-09-24T18:18:00Z,gate-swap,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_swap.py: 8 test(s) | heldout gate-swap: gate-swap-heldout: 5 of 5 held-out mutant(s) RED-CAPABLE,2a306d7cadaf48c386520388673926b3c165afab13ccd0f041c7cb051f1bf2b4
2026-09-24T18:18:00Z,gate-bindings,red-capable,0.1.0,python 3.14.4 on Darwin arm64,plants gate-bindings: gate-bindings control: 3 of 3 planted defect(s) named; baseline green | heldout gate-bindings: gate-bindings-heldout: 5 of 5 held-out mutant(s) RED-CAPABLE,3ffdc62a35b4e8a4da89bedfbb6d60a2d73dbf37a840d53d092302c09aea8fb6
2026-09-24T18:18:00Z,gate-permissions,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_permissions_gate.py: 12 test(s) | heldout gate-permissions: gate-permissions-heldout: 6 of 6 held-out mutant(s) RED-CAPABLE,fe73f3f11d03efe473349cb3f346eb4acaaab1d15fd589f8c278ede0961dd803
2026-09-24T18:21:31Z,gate-version,red-capable,0.1.0,python 3.14.4 on Darwin arm64,plants gate-version: gate-version control: 3 of 3 planted defect(s) named; baseline green | heldout gate-version: gate-version-heldout: 5 of 5 held-out mutant(s) RED-CAPABLE,4f6950fa7316b233ebe4e1eeccfc98eccdd0a0a48bb0d032eb38ca2946845655
2026-09-24T18:21:31Z,gate-workorder,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_workorder.py: 38 test(s) | heldout gate-workorder: gate-workorder-heldout: 10 of 10 held-out mutant(s) RED-CAPABLE,cddfb4dd0a17995c78f532422a3cf157da280310033041e9a3858d914edd4a99
2026-09-24T18:21:31Z,gate-claims,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_claims.py: 49 test(s) | heldout gate-claims: gate-claims-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,5b99317c9f335aab3e55347faf1d7ef5de6763bf63e467deab28d17d5b2deecf
2026-09-24T18:21:31Z,gate-qualification,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_qualification.py: 59 test(s) | heldout gate-qualification: gate-qualification-heldout: 12 of 12 held-out mutant(s) RED-CAPABLE,2dd68ee28607065b2821d0ad9b36a5600ecfd8691a66e585e2085f3f0ca1f5f9
2026-09-24T18:21:31Z,gate-identifiers,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_families.py: 73 test(s) | heldout gate-identifiers: gate-identifiers-heldout: 13 of 13 held-out mutant(s) RED-CAPABLE,b37549950e8dedbfccffc389edfe7bf85e69d09420eb4d7ddfac3480dbd5306c
2026-09-24T18:21:31Z,gate-spec,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_spec.py: 72 test(s) | heldout gate-spec: gate-spec-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,08835cfe785000c6553281ce3f031429061f433d307e37d102117e8e76e710c6
2026-09-24T18:21:31Z,gate-spec-mirror,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_spec_bundle.py: 43 test(s) | heldout gate-spec-mirror: gate-spec-mirror-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,d4049ac44ee49840d6b608a95a5956abeceab66f3250f41312b9bde235410056
2026-09-24T18:21:31Z,gate-records-mirror,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_records_bundle.py: 99 test(s) | heldout gate-records-mirror: gate-records-mirror-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,357c042fee72f91f799b80b7964016f162184e44854cce3b60dc0fc7833ef913
2026-09-24T18:21:31Z,gate-countermand,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_countermand.py: 39 test(s) | heldout gate-countermand: gate-countermand-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE,7e485c9a58e1b693ae9bf64ca68b876ee4aea14a7b6465b6af4668d70c02bed4
2026-09-24T18:21:31Z,gate-copy,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_copy_vocabulary.py: 47 test(s) | heldout gate-copy: gate-copy-heldout: 9 of 9 held-out mutant(s) RED-CAPABLE,eb7ac57d493ca88d7715e1099fe5455b53f53b08ae8d5e4637f78a0e3908cd22
2026-09-24T18:21:31Z,gate-retired,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_retired_names.py: 24 test(s) | heldout gate-retired: gate-retired-heldout: 5 of 5 held-out mutant(s) RED-CAPABLE,ec2b3d4b1a42c8a8ce0fe5d318a34cfcd5f80b3da99ae2948bd12f76b227529a
2026-09-24T18:21:31Z,gate-family,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_family.py: 44 test(s) | heldout gate-family: gate-family-heldout: 10 of 10 held-out mutant(s) RED-CAPABLE,866841d651f035eb071d19884ec9f07731c87e86fdce59da36f81eb1d50ec36c
2026-09-24T18:21:31Z,gate-governance,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_governance.py: 33 test(s) | heldout gate-governance: gate-governance-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,fe0153c6e7d290391f630c116145e9450642d5a9ee1e6dd3725ee13dfde97c1a
2026-09-24T18:21:31Z,gate-calibration,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_calibration.py: 37 test(s) | heldout gate-calibration: gate-calibration-heldout: 10 of 10 held-out mutant(s) RED-CAPABLE,8fcb514a8c73c09f21658d9d2acc2534aaead9769dc5e7082a28750b07a7d543
2026-09-24T18:21:31Z,gate-isolation,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_no_corpus_literals.py: 18 test(s) | heldout gate-isolation: gate-isolation-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE,7b77a2317398c45ecdf20adce90db97dee05cc78257500a633c46bb95cf1aa60
2026-09-24T18:21:31Z,gate-manifest,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_manifest.py: 20 test(s) | heldout gate-manifest: gate-manifest-heldout: 8 of 8 held-out mutant(s) RED-CAPABLE,e087b5166ebe92402660a6bd2198e2c5c708b94d5114f61187bc5d7957123620
2026-09-24T18:21:31Z,gate-contract,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_contract_gate.py: 8 test(s) | heldout gate-contract: gate-contract-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE,d6dfcdff132267897fd535ed1db8d421364d88e9f8567a5fd785ce411bdbbeb2
2026-09-24T18:21:31Z,gate-imports,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_imports_gate.py: 17 test(s) | heldout gate-imports: gate-imports-heldout: 6 of 6 held-out mutant(s) RED-CAPABLE,dbb7ef4882c7cb045a12c364b77ec00aa8eb4a6135b2ff6fa190cfd80e6229ac
2026-09-24T18:21:31Z,gate-shadow,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_no_stdlib_shadow.py: 9 test(s) | heldout gate-shadow: gate-shadow-heldout: 6 of 6 held-out mutant(s) RED-CAPABLE,14b2eb82ec4eaa5b82759e0d891e3ebf4ca13530abd569d0d559ae07ede2c066
2026-09-24T18:21:31Z,gate-sandbox,red-capable,0.1.0,python 3.14.4 on Darwin arm64,"script tools/negative_controls/sandbox_control.sh: sandbox-control: 7 of 7 mutant(s) RED-CAPABLE, each red naming the planted defect | tests/test_sandbox.py: 43 test(s) | heldout gate-sandbox: gate-sandbox-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE",94027cf1870eb3868e30f95a22839db6a9caabc713e89cb9bf3aecbc2ff4d40d
2026-09-24T18:21:31Z,gate-membrane,red-capable,0.1.0,python 3.14.4 on Darwin arm64,"script tools/negative_controls/membrane_control.sh: membrane-control: 16 of 16 mutant(s) RED-CAPABLE, each red naming the planted defect | tests/test_membrane.py: 155 test(s) | heldout gate-membrane: gate-membrane-heldout: 10 of 10 held-out mutant(s) RED-CAPABLE",52df8d8966b0fe80b5a6c122f4a1070b88fea180a4ec6e1777038a8b23925cc8
2026-09-24T18:21:31Z,gate-reviewer,red-capable,0.1.0,python 3.14.4 on Darwin arm64,plants gate-reviewer: gate-reviewer control: 6 of 6 planted defect(s) named; baseline green | heldout gate-reviewer: gate-reviewer-heldout: 6 of 6 held-out mutant(s) RED-CAPABLE,cceb4bfb2606d0f31957c872e299c24718de6b8e0855e8477db93e404bf000f0
2026-09-24T18:21:31Z,gate-provenance,red-capable,0.1.0,python 3.14.4 on Darwin arm64,"script tools/negative_controls/provenance_control.sh: provenance-control: 6 of 6 mutant(s) RED-CAPABLE, each red naming the planted defect | heldout gate-provenance: provenance-heldout: 4 of 4 held-out mutant(s) RED-CAPABLE",a8851520852fb85f7abb7f453d9da4676b3b970b6a9ec40800a26b24a667a685
2026-09-24T18:21:31Z,gate-heldout,red-capable,0.1.0,python 3.14.4 on Darwin arm64,plants gate-heldout: gate-heldout control: 3 of 3 planted defect(s) named; baseline green | heldout gate-heldout: gate-heldout-heldout: 7 of 7 held-out mutant(s) RED-CAPABLE,e887041202dca18be74ef4883de3088652058de7dfc4fbe00879a9f279517e28
2026-09-24T18:21:31Z,gate-swap,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_swap.py: 8 test(s) | heldout gate-swap: gate-swap-heldout: 5 of 5 held-out mutant(s) RED-CAPABLE,648c25ae99db9db6b38c107a0e0318b5f5ad96eff1473446fe90c06da2e84a43
2026-09-24T18:21:31Z,gate-bindings,red-capable,0.1.0,python 3.14.4 on Darwin arm64,plants gate-bindings: gate-bindings control: 3 of 3 planted defect(s) named; baseline green | heldout gate-bindings: gate-bindings-heldout: 5 of 5 held-out mutant(s) RED-CAPABLE,307929a921df3c76a01fedcc0e4e17ca5587a7fef89caa0fcdce56b0b861ec61
2026-09-24T18:21:31Z,gate-permissions,red-capable,0.1.0,python 3.14.4 on Darwin arm64,tests/test_permissions_gate.py: 12 test(s) | heldout gate-permissions: gate-permissions-heldout: 6 of 6 held-out mutant(s) RED-CAPABLE,4d791954e983fd2b5b553c0cb43db11923c645835d8479a71cfbd7be5f027d89
